usuarioid;bicicletaid;origenfecha;origenestacionid;origennombre;destinofecha;destinoestacionid;destinonombre;tiempouso
46722;919;2013-01-04 15:32:51.187;8;PLAZA ITALIA;2013-01-04 16:14:38.797;8;PLAZA ITALIA;42
72294;1050;2013-01-04 15:32:54.81;3;RETIRO;2013-01-04 15:45:46.997;18;TRIBUNALES;13
50589;1158;2013-01-04 15:33:05.797;18;TRIBUNALES;2013-01-04 15:37:50.983;34;SUIPACHA;5
50821;290;2013-01-04 15:33:28.217;24;PLAZA DE MAYO;2013-01-04 15:47:40.233;9;PARQUE LEZAMA;14
24545;951;2013-01-04 15:33:29.297;6;DERECHO;2013-01-04 16:31:13.543;33;ARENALES;58
46721;1495;2013-01-04 15:33:50.327;8;PLAZA ITALIA;2013-01-04 16:14:47.123;8;PLAZA ITALIA;41
21646;743;2013-01-04 15:34:28.14;34;SUIPACHA;2013-01-04 16:25:55.86;34;SUIPACHA;51
29989;1181;2013-01-04 15:34:42.983;18;TRIBUNALES;2013-01-04 15:45:43.233;3;RETIRO;11
23232;1156;2013-01-04 15:34:44.17;23;PLAZA HOUSSAY;2013-01-04 15:49:39.467;6;DERECHO;15
10728;1502;2013-01-04 15:34:48.653;20;ONCE;2013-01-04 16:28:14.293;27;INDEPENDENCIA;53
26397;190;2013-01-04 15:34:56.39;22;VIRREY CEVALLOS;2013-01-04 15:50:24.013;32;PARQUE PATRICIOS ;15
48197;495;2013-01-04 15:35:14.327;34;SUIPACHA;2013-01-04 15:44:03.497;19;PLAZA VICENTE LOPEZ;9
72870;609;2013-01-04 15:35:14.53;8;PLAZA ITALIA;2013-01-04 16:14:56.247;8;PLAZA ITALIA;40
72456;1522;2013-01-04 15:35:15.717;20;ONCE;2013-01-04 16:44:24.78;21;PACIFICO;69
67466;54;2013-01-04 15:35:38.247;18;TRIBUNALES;2013-01-04 15:36:17.64;18;TRIBUNALES;1
11381;1126;2013-01-04 15:35:46.107;37;PLAZA GÜEMES;2013-01-04 16:16:31.843;6;DERECHO;41
47283;1065;2013-01-04 15:35:55.28;21;PACIFICO;2013-01-04 15:56:50.607;37;PLAZA GÜEMES;21
57532;805;2013-01-04 15:35:56.233;8;PLAZA ITALIA;2013-01-04 16:11:57.547;21;PACIFICO;36
71723;1184;2013-01-04 15:36:06.373;7;PLAZA ROMA;2013-01-04 16:16:30.843;34;SUIPACHA;40
53599;604;2013-01-04 15:36:33.53;6;DERECHO;2013-01-04 16:33:41.56;17;UCA PUERTO MADERO;57
5503;913;2013-01-04 15:36:41.86;9;PARQUE LEZAMA;2013-01-04 15:49:27.89;5;ADUANA;13
67466;165;2013-01-04 15:36:49.903;18;TRIBUNALES;2013-01-04 15:53:50.983;16;PARQUE LAS HERAS;17
56219;1168;2013-01-04 15:37:04.187;28;PLAZA SAN MARTIN;2013-01-04 15:44:17.937;19;PLAZA VICENTE LOPEZ;7
23839;1231;2013-01-04 15:37:23.233;24;PLAZA DE MAYO;2013-01-04 15:57:04.047;33;ARENALES;20
27164;1472;2013-01-04 15:37:33.747;28;PLAZA SAN MARTIN;2013-01-04 16:18:58.513;7;PLAZA ROMA;41
27406;826;2013-01-04 15:37:34.997;21;PACIFICO;2013-01-04 15:59:48.357;16;PARQUE LAS HERAS;22
52810;855;2013-01-04 15:37:52.373;35;ALSINA ;2013-01-04 16:11:38.31;20;ONCE;34
54970;1098;2013-01-04 15:38:05.53;27;INDEPENDENCIA;2013-01-04 15:49:28.53;9;PARQUE LEZAMA;11
68087;1358;2013-01-04 15:38:19.89;7;PLAZA ROMA;2013-01-04 15:44:29.903;3;RETIRO;6
29479;1580;2013-01-04 15:38:23.857;24;PLAZA DE MAYO;2013-01-04 15:43:24.64;5;ADUANA;5
51962;1357;2013-01-04 15:38:29.03;27;INDEPENDENCIA;2013-01-04 16:08:41.593;23;PLAZA HOUSSAY;30
72549;1254;2013-01-04 15:39:24.263;6;DERECHO;2013-01-04 16:38:18.263;6;DERECHO;59
20964;1107;2013-01-04 15:39:28.717;33;ARENALES;2013-01-04 16:16:10.53;6;DERECHO;37
71755;1518;2013-01-04 15:39:40.343;24;PLAZA DE MAYO;2013-01-04 15:48:04.34;36;EMMA DE LA BARRA;8
56901;303;2013-01-04 15:39:58.497;10;OBELISCO;2013-01-04 15:43:38.92;35;ALSINA ;4
65113;832;2013-01-04 15:40:01.28;17;UCA PUERTO MADERO;2013-01-04 16:45:03.513;17;UCA PUERTO MADERO;65
16812;1076;2013-01-04 15:40:19.873;17;UCA PUERTO MADERO;2013-01-04 16:45:15.793;17;UCA PUERTO MADERO;65
72855;966;2013-01-04 15:40:23.733;7;PLAZA ROMA;2013-01-04 16:16:37.827;10;OBELISCO;36
67940;1145;2013-01-04 15:40:31.56;35;ALSINA ;2013-01-04 16:31:17.31;15;CONGRESO;51
25805;1601;2013-01-04 15:40:33.7;3;RETIRO;2013-01-04 15:54:40.95;18;TRIBUNALES;14
67941;1270;2013-01-04 15:40:34.653;35;ALSINA ;2013-01-04 16:30:56.123;15;CONGRESO;50
65076;1439;2013-01-04 15:40:36.2;17;UCA PUERTO MADERO;2013-01-04 16:44:58.153;17;UCA PUERTO MADERO;64
72909;998;2013-01-04 15:40:40.187;9;PARQUE LEZAMA;2013-01-04 16:30:13.2;9;PARQUE LEZAMA;50
72854;1628;2013-01-04 15:41:00.827;7;PLAZA ROMA;2013-01-04 16:17:17.513;10;OBELISCO;36
16818;340;2013-01-04 15:41:03.89;17;UCA PUERTO MADERO;2013-01-04 16:45:24.327;17;UCA PUERTO MADERO;64
72546;899;2013-01-04 15:41:04.403;6;DERECHO;2013-01-04 16:38:25.793;6;DERECHO;57
56685;458;2013-01-04 15:41:05.42;35;ALSINA ;2013-01-04 16:46:35.187;20;ONCE;65
14600;1006;2013-01-04 15:41:20.89;10;OBELISCO;2013-01-04 15:53:09.607;3;RETIRO;12
72779;1159;2013-01-04 15:41:38.92;5;ADUANA;2013-01-04 16:13:22.327;3;RETIRO;32
42320;701;2013-01-04 15:41:41.92;25;PLAZA ALMAGRO;2013-01-04 16:00:05.623;15;CONGRESO;18
38826;1016;2013-01-04 15:42:00.67;10;OBELISCO;2013-01-04 15:48:59.297;15;CONGRESO;7
23897;973;2013-01-04 15:42:42.403;35;ALSINA ;2013-01-04 16:33:33.077;5;ADUANA;51
42313;1516;2013-01-04 15:42:52.653;7;PLAZA ROMA;2013-01-04 15:58:44.653;23;PLAZA HOUSSAY;16
60364;1464;2013-01-04 15:42:57.233;6;DERECHO;2013-01-04 16:27:23.14;20;ONCE;44
36022;77;2013-01-04 15:43:01.983;24;PLAZA DE MAYO;2013-01-04 15:50:45.2;27;INDEPENDENCIA;8
56739;988;2013-01-04 15:43:12.39;25;PLAZA ALMAGRO;2013-01-04 16:15:03.153;25;PLAZA ALMAGRO;32
71569;1072;2013-01-04 15:43:17.67;28;PLAZA SAN MARTIN;2013-01-04 16:02:45.64;28;PLAZA SAN MARTIN;19
72911;1633;2013-01-04 15:43:50.64;34;SUIPACHA;2013-01-04 15:57:30.92;17;UCA PUERTO MADERO;14
20114;1019;2013-01-04 15:44:06.81;24;PLAZA DE MAYO;2013-01-04 16:06:32.31;3;RETIRO;22
36233;1406;2013-01-04 15:44:13.653;3;RETIRO;2013-01-04 16:07:42.327;21;PACIFICO;23
45300;797;2013-01-04 15:44:33.793;18;TRIBUNALES;2013-01-04 15:47:31.84;34;SUIPACHA;3
48791;820;2013-01-04 15:44:35.043;24;PLAZA DE MAYO;2013-01-04 16:16:55.95;18;TRIBUNALES;32
31603;1047;2013-01-04 15:44:38.03;18;TRIBUNALES;2013-01-04 16:28:50.06;8;PLAZA ITALIA;44
12669;1042;2013-01-04 15:44:53.107;17;UCA PUERTO MADERO;2013-01-04 16:41:52.39;30;DISTRITO AUDIOVISUAL;57
16993;655;2013-01-04 15:44:54.03;17;UCA PUERTO MADERO;2013-01-04 16:19:19.67;16;PARQUE LAS HERAS;34
13276;1158;2013-01-04 15:44:54.077;34;SUIPACHA;2013-01-04 16:29:31.78;30;DISTRITO AUDIOVISUAL;45
52210;1143;2013-01-04 15:45:05.34;36;EMMA DE LA BARRA;2013-01-04 16:26:44.7;7;PLAZA ROMA;42
12259;986;2013-01-04 15:45:15.42;18;TRIBUNALES;2013-01-04 16:28:54.64;8;PLAZA ITALIA;44
24551;1000;2013-01-04 15:45:16.513;24;PLAZA DE MAYO;2013-01-04 15:49:49.263;7;PLAZA ROMA;5
72910;761;2013-01-04 15:45:27.42;8;PLAZA ITALIA;2013-01-04 16:51:02.42;8;PLAZA ITALIA;66
50718;1170;2013-01-04 15:45:48.86;7;PLAZA ROMA;2013-01-04 16:20:46.2;7;PLAZA ROMA;35
72912;1167;2013-01-04 15:46:01.45;8;PLAZA ITALIA;2013-01-04 16:33:52.7;8;PLAZA ITALIA;48
72426;1508;2013-01-04 15:46:02.687;15;CONGRESO;2013-01-04 15:53:35.717;10;OBELISCO;8
42952;1635;2013-01-04 15:46:05.31;7;PLAZA ROMA;2013-01-04 15:54:42.92;3;RETIRO;9
72697;1421;2013-01-04 15:46:15.42;22;VIRREY CEVALLOS;2013-01-04 16:55:08.967;22;VIRREY CEVALLOS;69
42243;1303;2013-01-04 15:46:16.217;35;ALSINA ;2013-01-04 16:26:50.763;18;TRIBUNALES;41
58070;1581;2013-01-04 15:46:29.717;24;PLAZA DE MAYO;2013-01-04 16:41:27.217;28;PLAZA SAN MARTIN;55
35388;668;2013-01-04 15:46:32.56;10;OBELISCO;2013-01-04 16:11:52.687;16;PARQUE LAS HERAS;25
72813;723;2013-01-04 15:46:34.717;15;CONGRESO;2013-01-04 16:12:06.187;10;OBELISCO;26
51965;1359;2013-01-04 15:46:43.95;36;EMMA DE LA BARRA;2013-01-04 16:15:56.34;24;PLAZA DE MAYO;29
57343;1600;2013-01-04 15:47:09.467;15;CONGRESO;2013-01-04 16:12:45.437;35;ALSINA ;26
20969;1589;2013-01-04 15:47:09.483;34;SUIPACHA;2013-01-04 16:28:51.84;24;PLAZA DE MAYO;42
72459;1336;2013-01-04 15:47:11.547;7;PLAZA ROMA;2013-01-04 16:34:17.733;18;TRIBUNALES;47
41138;537;2013-01-04 15:47:24.623;16;PARQUE LAS HERAS;2013-01-04 15:56:27.437;16;PARQUE LAS HERAS;9
59172;1379;2013-01-04 15:47:52.687;7;PLAZA ROMA;2013-01-04 16:35:02.687;7;PLAZA ROMA;47
60011;1318;2013-01-04 15:48:02.437;15;CONGRESO;2013-01-04 15:54:08.123;22;VIRREY CEVALLOS;6
46635;946;2013-01-04 15:48:04.64;24;PLAZA DE MAYO;2013-01-04 16:02:09.373;20;ONCE;14
53365;229;2013-01-04 15:48:05.03;16;PARQUE LAS HERAS;2013-01-04 15:56:33.827;37;PLAZA GÜEMES;8
17905;851;2013-01-04 15:48:16.95;21;PACIFICO;2013-01-04 16:28:05.95;37;PLAZA GÜEMES;40
43395;959;2013-01-04 15:48:25.997;25;PLAZA ALMAGRO;2013-01-04 16:29:24;6;DERECHO;41
26472;1174;2013-01-04 15:48:35.093;25;PLAZA ALMAGRO;2013-01-04 16:29:25.81;6;DERECHO;41
41457;486;2013-01-04 15:49:13.717;24;PLAZA DE MAYO;2013-01-04 16:15:10.797;23;PLAZA HOUSSAY;26
41862;1263;2013-01-04 15:49:24.437;34;SUIPACHA;2013-01-04 16:11:42.013;10;OBELISCO;22
43178;1438;2013-01-04 15:49:50.14;36;EMMA DE LA BARRA;2013-01-04 16:18:33.717;19;PLAZA VICENTE LOPEZ;29
13550;1590;2013-01-04 15:50:10.297;36;EMMA DE LA BARRA;2013-01-04 15:56:09.543;7;PLAZA ROMA;6
37911;172;2013-01-04 15:50:12.92;17;UCA PUERTO MADERO;2013-01-04 16:24:31.873;8;PLAZA ITALIA;34
41140;1201;2013-01-04 15:50:49.03;10;OBELISCO;2013-01-04 16:14:31.733;18;TRIBUNALES;24
70457;1016;2013-01-04 15:51:26.153;15;CONGRESO;2013-01-04 16:37:37.45;17;UCA PUERTO MADERO;46
68284;253;2013-01-04 15:51:40.42;34;SUIPACHA;2013-01-04 16:32:14.89;3;RETIRO;41
40072;1058;2013-01-04 15:51:43.123;10;OBELISCO;2013-01-04 16:02:56.077;33;ARENALES;11
71988;991;2013-01-04 15:51:45.593;36;EMMA DE LA BARRA;2013-01-04 16:19:26.187;19;PLAZA VICENTE LOPEZ;28
41381;944;2013-01-04 15:52:02.14;15;CONGRESO;2013-01-04 16:37:39.717;17;UCA PUERTO MADERO;46
61706;1300;2013-01-04 15:52:12.39;24;PLAZA DE MAYO;2013-01-04 16:00:25.45;17;UCA PUERTO MADERO;8
61291;913;2013-01-04 15:52:48.733;5;ADUANA;2013-01-04 16:49:21.92;24;PLAZA DE MAYO;57
42293;1213;2013-01-04 15:52:58.84;24;PLAZA DE MAYO;2013-01-04 15:53:27.56;24;PLAZA DE MAYO;0
35678;510;2013-01-04 15:53:03.56;6;DERECHO;2013-01-04 16:28:26.467;37;PLAZA GÜEMES;35
46911;1249;2013-01-04 15:53:22.763;8;PLAZA ITALIA;2013-01-04 17:15:29.903;8;PLAZA ITALIA;82
59498;1015;2013-01-04 15:53:45.123;15;CONGRESO;2013-01-04 17:04:01.06;15;CONGRESO;70
72761;495;2013-01-04 15:53:50.92;19;PLAZA VICENTE LOPEZ;2013-01-04 16:51:02.373;17;UCA PUERTO MADERO;57
72916;1154;2013-01-04 15:54:12.67;8;PLAZA ITALIA;2013-01-04 16:54:10.687;21;PACIFICO;60
3671;393;2013-01-04 15:54:58.03;5;ADUANA;2013-01-04 15:57:04.11;5;ADUANA;2
18029;1518;2013-01-04 15:55:04.077;36;EMMA DE LA BARRA;2013-01-04 16:28:34.233;7;PLAZA ROMA;34
56640;1200;2013-01-04 15:55:07.06;3;RETIRO;2013-01-04 16:02:27.797;7;PLAZA ROMA;7
11028;684;2013-01-04 15:55:12.03;24;PLAZA DE MAYO;2013-01-04 16:32:33.047;3;RETIRO;37
70729;1003;2013-01-04 15:55:12.75;21;PACIFICO;2013-01-04 16:16:34.31;25;PLAZA ALMAGRO;21
13658;605;2013-01-04 15:55:23.293;16;PARQUE LAS HERAS;2013-01-04 16:41:31.733;6;DERECHO;46
41134;568;2013-01-04 15:55:28.513;36;EMMA DE LA BARRA;2013-01-04 16:27:19.403;7;PLAZA ROMA;32
65181;1584;2013-01-04 15:55:28.81;35;ALSINA ;2013-01-04 16:23:45.17;36;EMMA DE LA BARRA;28
70469;797;2013-01-04 15:55:45.293;34;SUIPACHA;2013-01-04 15:56:07.09;34;SUIPACHA;0
31291;1213;2013-01-04 15:55:59.873;24;PLAZA DE MAYO;2013-01-04 16:19:14.857;25;PLAZA ALMAGRO;23
69483;1040;2013-01-04 15:56:13.247;37;PLAZA GÜEMES;2013-01-04 16:22:53.45;19;PLAZA VICENTE LOPEZ;27
70469;607;2013-01-04 15:56:28.217;34;SUIPACHA;2013-01-04 16:03:08.233;3;RETIRO;7
72913;416;2013-01-04 15:56:43.153;8;PLAZA ITALIA;2013-01-04 16:49:53.59;8;PLAZA ITALIA;53
46462;284;2013-01-04 15:56:46.967;9;PARQUE LEZAMA;2013-01-04 16:27:18.437;9;PARQUE LEZAMA;31
8836;1390;2013-01-04 15:56:56.623;34;SUIPACHA;2013-01-04 16:11:13.81;10;OBELISCO;14
41138;537;2013-01-04 15:57:08.373;16;PARQUE LAS HERAS;2013-01-04 16:40:21.543;6;DERECHO;43
70376;1043;2013-01-04 15:57:29.607;27;INDEPENDENCIA;2013-01-04 16:10:34.31;22;VIRREY CEVALLOS;13
22568;1601;2013-01-04 15:57:30.217;18;TRIBUNALES;2013-01-04 16:23:27.187;35;ALSINA ;26
3671;243;2013-01-04 15:57:30.607;5;ADUANA;2013-01-04 16:17:37.64;5;ADUANA;20
5731;1458;2013-01-04 15:57:33.263;34;SUIPACHA;2013-01-04 16:25:01.39;21;PACIFICO;27
66824;1633;2013-01-04 15:57:38.95;17;UCA PUERTO MADERO;2013-01-04 16:13:06.59;3;RETIRO;15
11789;1291;2013-01-04 15:57:54.217;5;ADUANA;2013-01-04 16:11:41.92;3;RETIRO;14
72914;976;2013-01-04 15:57:58.107;19;PLAZA VICENTE LOPEZ;2013-01-04 16:56:29.09;6;DERECHO;59
69080;1215;2013-01-04 15:58:04.92;18;TRIBUNALES;2013-01-04 16:18:35.89;25;PLAZA ALMAGRO;21
24249;1432;2013-01-04 15:58:05.123;24;PLAZA DE MAYO;2013-01-04 16:06:52.107;3;RETIRO;9
69661;1082;2013-01-04 15:58:35.497;6;DERECHO;2013-01-04 16:37:33.403;34;SUIPACHA;39
71278;398;2013-01-04 15:58:36.34;25;PLAZA ALMAGRO;2013-01-04 16:30:26.403;6;DERECHO;32
53920;1288;2013-01-04 15:58:38.653;28;PLAZA SAN MARTIN;2013-01-04 16:04:15.14;7;PLAZA ROMA;6
37294;1181;2013-01-04 15:58:53.187;3;RETIRO;2013-01-04 16:26:08.343;8;PLAZA ITALIA;27
33289;1590;2013-01-04 15:58:53.793;7;PLAZA ROMA;2013-01-04 16:42:29.53;19;PLAZA VICENTE LOPEZ;44
72743;1318;2013-01-04 15:59:05.357;22;VIRREY CEVALLOS;2013-01-04 16:31:44.967;15;CONGRESO;33
69867;1000;2013-01-04 15:59:15.14;7;PLAZA ROMA;2013-01-04 16:00:35.687;7;PLAZA ROMA;1
5281;56;2013-01-04 15:59:41.357;9;PARQUE LEZAMA;2013-01-04 17:50:37.857;20;ONCE;111
57755;915;2013-01-04 15:59:50.217;3;RETIRO;2013-01-04 16:27:39.687;8;PLAZA ITALIA;28
25973;59;2013-01-04 16:00:09.36;7;PLAZA ROMA;2013-01-04 16:09:02.89;3;RETIRO;9
62441;1358;2013-01-04 16:00:15.03;3;RETIRO;2013-01-04 16:20:55.497;3;RETIRO;21
41036;701;2013-01-04 16:00:22.717;15;CONGRESO;2013-01-04 16:25:51.983;10;OBELISCO;25
7970;787;2013-01-04 16:00:34.747;28;PLAZA SAN MARTIN;2013-01-04 16:06:33.06;3;RETIRO;6
44122;1362;2013-01-04 16:00:41.937;15;CONGRESO;2013-01-04 16:13:34.92;7;PLAZA ROMA;13
69867;541;2013-01-04 16:00:52.077;7;PLAZA ROMA;2013-01-04 16:14:01.78;36;EMMA DE LA BARRA;13
67257;1097;2013-01-04 16:01:10.34;34;SUIPACHA;2013-01-04 16:06:53.827;3;RETIRO;6
2002;127;2013-01-04 16:01:11.763;22;VIRREY CEVALLOS;2013-01-04 16:42:00.013;24;PLAZA DE MAYO;41
40583;1231;2013-01-04 16:02:05.547;33;ARENALES;2013-01-04 16:40:11.03;33;ARENALES;38
44497;1225;2013-01-04 16:02:22.123;33;ARENALES;2013-01-04 16:37:01.047;32;PARQUE PATRICIOS ;35
52853;1523;2013-01-04 16:02:33.81;35;ALSINA ;2013-01-04 16:30:11.623;25;PLAZA ALMAGRO;28
51432;1006;2013-01-04 16:02:41.53;3;RETIRO;2013-01-04 16:38:10.42;15;CONGRESO;35
55189;1072;2013-01-04 16:02:56.28;28;PLAZA SAN MARTIN;2013-01-04 16:42:54.233;5;ADUANA;40
65118;1058;2013-01-04 16:03:04.7;33;ARENALES;2013-01-04 16:11:55.45;35;ALSINA ;9
62236;1125;2013-01-04 16:03:09.357;24;PLAZA DE MAYO;2013-01-04 16:18:47.25;10;OBELISCO;16
65119;1430;2013-01-04 16:03:18.607;33;ARENALES;2013-01-04 16:14:53.623;36;EMMA DE LA BARRA;12
69208;440;2013-01-04 16:03:25.733;10;OBELISCO;2013-01-04 16:14:16.81;27;INDEPENDENCIA;11
11027;1488;2013-01-04 16:03:33.983;7;PLAZA ROMA;2013-01-04 16:43:49.14;25;PLAZA ALMAGRO;40
71844;1477;2013-01-04 16:03:43.2;9;PARQUE LEZAMA;2013-01-04 16:59:30.483;9;PARQUE LEZAMA;56
55791;370;2013-01-04 16:03:48.403;7;PLAZA ROMA;2013-01-04 16:38:19.64;21;PACIFICO;35
12231;981;2013-01-04 16:03:49.513;27;INDEPENDENCIA;2013-01-04 16:21:11.28;35;ALSINA ;17
58136;1025;2013-01-04 16:04:10.11;10;OBELISCO;2013-01-04 16:54:15.687;34;SUIPACHA;50
68548;1496;2013-01-04 16:04:10.17;26;CMD;2013-01-04 16:47:30.483;22;VIRREY CEVALLOS;43
5378;910;2013-01-04 16:04:15.42;5;ADUANA;2013-01-04 16:12:28.047;27;INDEPENDENCIA;8
55091;993;2013-01-04 16:04:29.043;34;SUIPACHA;2013-01-04 16:28:02.45;20;ONCE;24
29200;1235;2013-01-04 16:04:34.45;20;ONCE;2013-01-04 16:15:57.64;23;PLAZA HOUSSAY;11
8945;1342;2013-01-04 16:04:45.327;10;OBELISCO;2013-01-04 17:15:09.717;16;PARQUE LAS HERAS;70
577;710;2013-01-04 16:04:56.403;17;UCA PUERTO MADERO;2013-01-04 16:53:14.107;5;ADUANA;48
72442;1251;2013-01-04 16:05:12.577;34;SUIPACHA;2013-01-04 16:49:05.78;34;SUIPACHA;44
72918;1419;2013-01-04 16:05:18.763;8;PLAZA ITALIA;2013-01-04 16:49:18.793;8;PLAZA ITALIA;44
52051;633;2013-01-04 16:05:23.45;36;EMMA DE LA BARRA;2013-01-04 16:16:59.937;3;RETIRO;12
35166;1237;2013-01-04 16:05:23.92;3;RETIRO;2013-01-04 16:23:24.153;22;VIRREY CEVALLOS;18
10788;774;2013-01-04 16:05:34.187;34;SUIPACHA;2013-01-04 16:33:14.64;17;UCA PUERTO MADERO;28
58820;1274;2013-01-04 16:05:35.577;28;PLAZA SAN MARTIN;2013-01-04 16:17:59.67;3;RETIRO;12
72294;1050;2013-01-04 16:05:42.92;18;TRIBUNALES;2013-01-04 16:17:44.09;3;RETIRO;12
67010;1356;2013-01-04 16:05:58.483;7;PLAZA ROMA;2013-01-04 16:30:26.903;24;PLAZA DE MAYO;24
62147;1243;2013-01-04 16:06:00.297;24;PLAZA DE MAYO;2013-01-04 16:31:28.997;20;ONCE;25
65477;1508;2013-01-04 16:06:03.997;10;OBELISCO;2013-01-04 16:27:42.577;9;PARQUE LEZAMA;22
36619;290;2013-01-04 16:06:09.84;9;PARQUE LEZAMA;2013-01-04 16:36:52.297;5;ADUANA;31
2889;1239;2013-01-04 16:06:15.983;25;PLAZA ALMAGRO;2013-01-04 16:43:53.187;7;PLAZA ROMA;38
61090;1194;2013-01-04 16:06:31.11;25;PLAZA ALMAGRO;2013-01-04 16:35:05.733;23;PLAZA HOUSSAY;29
62699;1019;2013-01-04 16:06:37.983;3;RETIRO;2013-01-04 17:00:58.467;18;TRIBUNALES;54
31054;1010;2013-01-04 16:06:45.123;8;PLAZA ITALIA;2013-01-04 16:32:15.78;8;PLAZA ITALIA;26
61540;1308;2013-01-04 16:06:52.09;34;SUIPACHA;2013-01-04 16:44:54.53;10;OBELISCO;38
25337;1037;2013-01-04 16:06:58.793;24;PLAZA DE MAYO;2013-01-04 17:41:54.14;19;PLAZA VICENTE LOPEZ;95
43753;827;2013-01-04 16:07:04.107;10;OBELISCO;2013-01-04 16:21:35.06;22;VIRREY CEVALLOS;15
24422;907;2013-01-04 16:07:06.45;22;VIRREY CEVALLOS;2013-01-04 16:56:47.5;22;VIRREY CEVALLOS;50
71524;319;2013-01-04 16:07:24.403;8;PLAZA ITALIA;2013-01-04 17:06:34.373;8;PLAZA ITALIA;59
71527;845;2013-01-04 16:07:47.497;8;PLAZA ITALIA;2013-01-04 17:06:13.983;8;PLAZA ITALIA;58
70193;1632;2013-01-04 16:07:50.11;21;PACIFICO;2013-01-04 16:17:06.263;21;PACIFICO;9
41648;73;2013-01-04 16:07:50.67;34;SUIPACHA;2013-01-04 16:24:08.483;25;PLAZA ALMAGRO;16
37471;1241;2013-01-04 16:08:11.25;5;ADUANA;2013-01-04 16:50:16.06;18;TRIBUNALES;42
17430;342;2013-01-04 16:08:11.467;28;PLAZA SAN MARTIN;2013-01-04 16:37:01.373;16;PARQUE LAS HERAS;29
46398;1288;2013-01-04 16:08:16.047;7;PLAZA ROMA;2013-01-04 16:31:45.997;25;PLAZA ALMAGRO;23
70563;365;2013-01-04 16:08:31.467;34;SUIPACHA;2013-01-04 16:17:28.03;3;RETIRO;9
65093;88;2013-01-04 16:08:38.513;24;PLAZA DE MAYO;2013-01-04 16:19:41.78;3;RETIRO;11
15643;1097;2013-01-04 16:08:42.653;3;RETIRO;2013-01-04 16:24:02.11;9;PARQUE LEZAMA;15
55974;1580;2013-01-04 16:08:44.95;5;ADUANA;2013-01-04 16:46:17.89;23;PLAZA HOUSSAY;38
30379;663;2013-01-04 16:08:55.717;10;OBELISCO;2013-01-04 16:15:56.623;28;PLAZA SAN MARTIN;7
71930;1446;2013-01-04 16:08:57.653;35;ALSINA ;2013-01-04 16:52:36.03;30;DISTRITO AUDIOVISUAL;44
32399;1520;2013-01-04 16:09:00.17;5;ADUANA;2013-01-04 16:59:57.793;5;ADUANA;51
72919;721;2013-01-04 16:09:01.81;16;PARQUE LAS HERAS;2013-01-04 16:53:35.733;6;DERECHO;45
5893;674;2013-01-04 16:09:53.95;35;ALSINA ;2013-01-04 17:03:35.607;21;PACIFICO;54
71580;119;2013-01-04 16:10:03.437;36;EMMA DE LA BARRA;2013-01-04 16:32:00.247;19;PLAZA VICENTE LOPEZ;22
52692;1187;2013-01-04 16:10:31.043;35;ALSINA ;2013-01-04 16:27:36.997;22;VIRREY CEVALLOS;17
47016;445;2013-01-04 16:10:41.34;10;OBELISCO;2013-01-04 16:23:19.03;19;PLAZA VICENTE LOPEZ;13
36288;1498;2013-01-04 16:10:58.92;7;PLAZA ROMA;2013-01-04 16:28:38.373;9;PARQUE LEZAMA;18
33074;1432;2013-01-04 16:11:14.2;3;RETIRO;2013-01-04 17:14:03.45;37;PLAZA GÜEMES;63
42491;1259;2013-01-04 16:11:14.873;28;PLAZA SAN MARTIN;2013-01-04 16:43:59.7;10;OBELISCO;33
51195;1024;2013-01-04 16:11:15.56;16;PARQUE LAS HERAS;2013-01-04 16:44:15.67;5;ADUANA;33
4511;1390;2013-01-04 16:11:18.733;10;OBELISCO;2013-01-04 17:44:54.263;37;PLAZA GÜEMES;94
27559;314;2013-01-04 16:11:19.873;18;TRIBUNALES;2013-01-04 16:19:08.827;23;PLAZA HOUSSAY;8
60132;1634;2013-01-04 16:11:44.263;17;UCA PUERTO MADERO;2013-01-04 16:34:14.84;3;RETIRO;23
65252;1123;2013-01-04 16:11:47.95;23;PLAZA HOUSSAY;2013-01-04 16:23:59.187;16;PARQUE LAS HERAS;12
45180;205;2013-01-04 16:11:48.513;18;TRIBUNALES;2013-01-04 16:19:33.983;23;PLAZA HOUSSAY;8
57200;1300;2013-01-04 16:11:53.247;17;UCA PUERTO MADERO;2013-01-04 16:33:56.95;3;RETIRO;22
70741;1291;2013-01-04 16:12:01.233;3;RETIRO;2013-01-04 16:43:44.763;22;VIRREY CEVALLOS;32
57532;805;2013-01-04 16:12:20.293;21;PACIFICO;2013-01-04 16:46:58.013;8;PLAZA ITALIA;35
32843;54;2013-01-04 16:12:22.03;18;TRIBUNALES;2013-01-04 16:21:53.687;18;TRIBUNALES;10
71986;1327;2013-01-04 16:12:42.577;21;PACIFICO;2013-01-04 16:48:16.873;8;PLAZA ITALIA;36
65956;792;2013-01-04 16:12:44.857;24;PLAZA DE MAYO;2013-01-04 16:36:55.64;34;SUIPACHA;24
71534;147;2013-01-04 16:12:51.25;34;SUIPACHA;2013-01-04 16:23:37.64;19;PLAZA VICENTE LOPEZ;11
34941;1263;2013-01-04 16:13:00.7;10;OBELISCO;2013-01-04 16:25:15.67;22;VIRREY CEVALLOS;12
57343;1600;2013-01-04 16:13:00.75;35;ALSINA ;2013-01-04 16:53:58.233;33;ARENALES;41
