usuarioid;bicicletaid;origenfecha;origenestacionid;origennombre;destinofecha;destinoestacionid;destinonombre;tiempouso
4445;1056;2013-01-04 16:13:02.857;5;ADUANA;2013-01-04 16:54:38.013;21;PACIFICO;42
69852;689;2013-01-04 16:13:09.403;20;ONCE;2013-01-04 16:45:16.543;16;PARQUE LAS HERAS;32
67139;582;2013-01-04 16:13:28.327;17;UCA PUERTO MADERO;2013-01-04 16:43:07.357;19;PLAZA VICENTE LOPEZ;30
72908;1504;2013-01-04 16:13:29.06;21;PACIFICO;2013-01-04 16:47:33.373;8;PLAZA ITALIA;34
57855;1515;2013-01-04 16:13:47.217;17;UCA PUERTO MADERO;2013-01-04 16:58:29.793;8;PLAZA ITALIA;45
71871;1341;2013-01-04 16:13:48.217;36;EMMA DE LA BARRA;2013-01-04 17:03:37.17;10;OBELISCO;50
38984;694;2013-01-04 16:13:55.047;28;PLAZA SAN MARTIN;2013-01-04 16:26:57.45;23;PLAZA HOUSSAY;13
59899;692;2013-01-04 16:13:59.31;17;UCA PUERTO MADERO;2013-01-04 17:00:40.39;21;PACIFICO;47
71868;1140;2013-01-04 16:14:06.047;36;EMMA DE LA BARRA;2013-01-04 17:04:48.327;10;OBELISCO;51
68593;849;2013-01-04 16:14:07.327;7;PLAZA ROMA;2013-01-04 16:42:50.59;16;PARQUE LAS HERAS;29
71680;575;2013-01-04 16:14:10.187;33;ARENALES;2013-01-04 16:20:29.217;34;SUIPACHA;6
34127;722;2013-01-04 16:14:23.56;5;ADUANA;2013-01-04 16:58:12.107;16;PARQUE LAS HERAS;44
18062;1344;2013-01-04 16:14:38.03;21;PACIFICO;2013-01-04 16:47:45.53;20;ONCE;33
18064;1395;2013-01-04 16:14:42.84;21;PACIFICO;2013-01-04 16:47:30.17;20;ONCE;33
72177;1233;2013-01-04 16:14:44.64;10;OBELISCO;2013-01-04 16:27:44.543;20;ONCE;13
72618;1179;2013-01-04 16:14:48.123;33;ARENALES;2013-01-04 16:27:42.013;27;INDEPENDENCIA;13
41140;1201;2013-01-04 16:14:54.06;18;TRIBUNALES;2013-01-04 16:39:41.187;18;TRIBUNALES;25
36581;52;2013-01-04 16:14:55.17;34;SUIPACHA;2013-01-04 16:27:21.81;27;INDEPENDENCIA;12
16070;863;2013-01-04 16:15:00.153;28;PLAZA SAN MARTIN;2013-01-04 16:19:17.763;3;RETIRO;4
6503;1468;2013-01-04 16:15:57;20;ONCE;2013-01-04 16:43:53.717;9;PARQUE LEZAMA;28
55085;826;2013-01-04 16:16:17.81;16;PARQUE LAS HERAS;2013-01-04 16:33:42.187;25;PLAZA ALMAGRO;17
32140;1159;2013-01-04 16:16:45.7;3;RETIRO;2013-01-04 16:51:41.357;3;RETIRO;35
71723;1184;2013-01-04 16:16:47.67;34;SUIPACHA;2013-01-04 16:36:39.997;18;TRIBUNALES;20
70917;966;2013-01-04 16:16:48.437;10;OBELISCO;2013-01-04 16:30:13.793;23;PLAZA HOUSSAY;13
43433;1612;2013-01-04 16:17:19.013;33;ARENALES;2013-01-04 17:10:50.25;28;PLAZA SAN MARTIN;54
71601;165;2013-01-04 16:17:19.747;16;PARQUE LAS HERAS;2013-01-04 17:16:15;16;PARQUE LAS HERAS;59
38471;676;2013-01-04 16:17:21.89;19;PLAZA VICENTE LOPEZ;2013-01-04 16:37:17.06;25;PLAZA ALMAGRO;20
40400;820;2013-01-04 16:17:35.483;18;TRIBUNALES;2013-01-04 17:13:22.03;37;PLAZA GÜEMES;56
14761;1359;2013-01-04 16:18:19.86;24;PLAZA DE MAYO;2013-01-04 16:31:19.34;3;RETIRO;13
58440;1438;2013-01-04 16:18:43.28;19;PLAZA VICENTE LOPEZ;2013-01-04 17:46:36.717;37;PLAZA GÜEMES;88
59945;1362;2013-01-04 16:18:45.873;7;PLAZA ROMA;2013-01-04 16:49:50.95;25;PLAZA ALMAGRO;31
8833;1130;2013-01-04 16:18:59.2;16;PARQUE LAS HERAS;2013-01-04 16:35:50.937;16;PARQUE LAS HERAS;17
27164;1472;2013-01-04 16:19:11.17;7;PLAZA ROMA;2013-01-04 18:16:04.763;3;RETIRO;117
1767;925;2013-01-04 16:19:21.28;9;PARQUE LEZAMA;2013-01-04 16:57:00.92;9;PARQUE LEZAMA;38
62236;1117;2013-01-04 16:19:48.483;10;OBELISCO;2013-01-04 16:50:15.687;24;PLAZA DE MAYO;30
13767;1628;2013-01-04 16:20:30.747;10;OBELISCO;2013-01-04 16:26:37.17;18;TRIBUNALES;6
72281;829;2013-01-04 16:20:37.2;17;UCA PUERTO MADERO;2013-01-04 17:18:23.14;3;RETIRO;58
12231;1021;2013-01-04 16:21:53.483;35;ALSINA ;2013-01-04 16:55:18.56;7;PLAZA ROMA;33
17659;1314;2013-01-04 16:21:59.31;5;ADUANA;2013-01-04 16:36:04.56;9;PARQUE LEZAMA;14
16131;54;2013-01-04 16:22:40.2;18;TRIBUNALES;2013-01-04 17:26:27.357;3;RETIRO;64
30018;1110;2013-01-04 16:22:41.81;16;PARQUE LAS HERAS;2013-01-04 16:51:10.873;25;PLAZA ALMAGRO;28
71224;1338;2013-01-04 16:23:17.28;16;PARQUE LAS HERAS;2013-01-04 16:36:35.437;23;PLAZA HOUSSAY;13
7159;995;2013-01-04 16:23:48.56;32;PARQUE PATRICIOS ;2013-01-04 17:19:45.403;32;PARQUE PATRICIOS ;56
32291;1601;2013-01-04 16:23:55.967;35;ALSINA ;2013-01-04 16:37:14.577;3;RETIRO;13
71279;440;2013-01-04 16:24:08.733;27;INDEPENDENCIA;2013-01-04 17:43:16.14;27;INDEPENDENCIA;79
25414;1481;2013-01-04 16:24:22.327;10;OBELISCO;2013-01-04 16:37:53.17;23;PLAZA HOUSSAY;14
65181;1584;2013-01-04 16:24:26.89;36;EMMA DE LA BARRA;2013-01-04 16:26:24.717;36;EMMA DE LA BARRA;2
10592;1041;2013-01-04 16:25:00.967;32;PARQUE PATRICIOS ;2013-01-04 17:20:15.717;32;PARQUE PATRICIOS ;55
72064;1458;2013-01-04 16:25:08.59;21;PACIFICO;2013-01-04 17:11:48.11;32;PARQUE PATRICIOS ;47
41695;394;2013-01-04 16:25:10.95;17;UCA PUERTO MADERO;2013-01-04 16:47:10.217;6;DERECHO;22
5445;1123;2013-01-04 16:25:14.513;16;PARQUE LAS HERAS;2013-01-04 16:29:20.11;16;PARQUE LAS HERAS;4
20219;387;2013-01-04 16:25:24.653;33;ARENALES;2013-01-04 16:35:41.653;6;DERECHO;10
60010;1294;2013-01-04 16:26:03.653;30;DISTRITO AUDIOVISUAL;2013-01-04 17:05:35.78;35;ALSINA ;40
21646;743;2013-01-04 16:26:15.95;34;SUIPACHA;2013-01-04 17:08:12.357;34;SUIPACHA;42
66497;282;2013-01-04 16:26:24.687;21;PACIFICO;2013-01-04 17:01:55.373;16;PARQUE LAS HERAS;36
24913;701;2013-01-04 16:26:28.263;10;OBELISCO;2013-01-04 16:35:02.45;27;INDEPENDENCIA;9
4783;1632;2013-01-04 16:26:29.39;21;PACIFICO;2013-01-04 17:03:26.17;16;PARQUE LAS HERAS;37
35446;181;2013-01-04 16:26:52.513;34;SUIPACHA;2013-01-04 16:35:09.14;3;RETIRO;8
55278;1358;2013-01-04 16:27:10.687;3;RETIRO;2013-01-04 17:02:31.36;21;PACIFICO;35
42243;1303;2013-01-04 16:27:12.343;18;TRIBUNALES;2013-01-04 16:35:32.34;18;TRIBUNALES;8
70719;1628;2013-01-04 16:27:13.733;18;TRIBUNALES;2013-01-04 16:46:56.14;18;TRIBUNALES;20
72922;879;2013-01-04 16:28:13.64;32;PARQUE PATRICIOS ;2013-01-04 17:06:27.793;32;PARQUE PATRICIOS ;38
37377;880;2013-01-04 16:28:15.483;27;INDEPENDENCIA;2013-01-04 17:04:54.623;26;CMD;37
65906;1430;2013-01-04 16:28:17.247;36;EMMA DE LA BARRA;2013-01-04 16:35:19.03;7;PLAZA ROMA;7
10728;1502;2013-01-04 16:28:39.95;27;INDEPENDENCIA;2013-01-04 17:11:01.7;27;INDEPENDENCIA;42
72921;190;2013-01-04 16:28:43.45;32;PARQUE PATRICIOS ;2013-01-04 17:06:07.623;32;PARQUE PATRICIOS ;37
70650;510;2013-01-04 16:29:03.327;37;PLAZA GÜEMES;2013-01-04 17:55:25.56;16;PARQUE LAS HERAS;86
70752;1274;2013-01-04 16:29:04.233;3;RETIRO;2013-01-04 17:45:50.857;37;PLAZA GÜEMES;77
29400;341;2013-01-04 16:29:11.623;34;SUIPACHA;2013-01-04 17:02:54.403;21;PACIFICO;34
20969;1589;2013-01-04 16:29:30.28;24;PLAZA DE MAYO;2013-01-04 17:16:04.61;19;PLAZA VICENTE LOPEZ;47
5445;1617;2013-01-04 16:29:34.483;16;PARQUE LAS HERAS;2013-01-04 17:00:51.437;16;PARQUE LAS HERAS;31
39487;1133;2013-01-04 16:29:38.763;21;PACIFICO;2013-01-04 17:14:14.92;22;VIRREY CEVALLOS;45
24063;1609;2013-01-04 16:29:49.843;27;INDEPENDENCIA;2013-01-04 18:25:04.95;27;INDEPENDENCIA;115
72052;90;2013-01-04 16:29:58.14;7;PLAZA ROMA;2013-01-04 17:00:30.937;9;PARQUE LEZAMA;31
10491;723;2013-01-04 16:30:08.39;10;OBELISCO;2013-01-04 16:34:59.403;18;TRIBUNALES;5
35491;707;2013-01-04 16:30:10.14;24;PLAZA DE MAYO;2013-01-04 16:34:19.17;35;ALSINA ;4
14538;575;2013-01-04 16:30:20.247;34;SUIPACHA;2013-01-04 16:45:47.467;15;CONGRESO;15
70771;1170;2013-01-04 16:30:30.233;7;PLAZA ROMA;2013-01-04 17:00:10.263;9;PARQUE LEZAMA;30
54186;29;2013-01-04 16:30:32.293;27;INDEPENDENCIA;2013-01-04 17:18:06.983;21;PACIFICO;48
24949;850;2013-01-04 16:30:40.873;28;PLAZA SAN MARTIN;2013-01-04 17:00:27.67;5;ADUANA;30
57446;221;2013-01-04 16:30:50.39;16;PARQUE LAS HERAS;2013-01-04 16:42:28.09;21;PACIFICO;12
33193;1356;2013-01-04 16:31:06.687;24;PLAZA DE MAYO;2013-01-04 16:48:58.17;19;PLAZA VICENTE LOPEZ;18
72924;429;2013-01-04 16:31:07.623;16;PARQUE LAS HERAS;2013-01-04 16:54:20.233;16;PARQUE LAS HERAS;23
69393;1531;2013-01-04 16:31:12.17;21;PACIFICO;2013-01-04 17:03:38.36;19;PLAZA VICENTE LOPEZ;32
49411;1143;2013-01-04 16:31:16.687;7;PLAZA ROMA;2013-01-04 16:39:18.11;36;EMMA DE LA BARRA;8
47830;1145;2013-01-04 16:31:19.92;15;CONGRESO;2013-01-04 16:39:50.077;23;PLAZA HOUSSAY;9
55182;1518;2013-01-04 16:31:34.42;7;PLAZA ROMA;2013-01-04 16:46:01.5;9;PARQUE LEZAMA;14
49325;1270;2013-01-04 16:31:42.153;15;CONGRESO;2013-01-04 16:46:31.403;6;DERECHO;15
56642;481;2013-01-04 16:31:56.543;16;PARQUE LAS HERAS;2013-01-04 17:31:40.92;19;PLAZA VICENTE LOPEZ;60
24545;951;2013-01-04 16:32:03.467;33;ARENALES;2013-01-04 18:06:04.763;10;OBELISCO;94
82;298;2013-01-04 16:32:04.797;34;SUIPACHA;2013-01-04 16:58:19.263;25;PLAZA ALMAGRO;26
39290;1318;2013-01-04 16:32:18.39;15;CONGRESO;2013-01-04 16:50:46.467;9;PARQUE LEZAMA;18
44924;1462;2013-01-04 16:32:27.763;26;CMD;2013-01-04 17:10:07.31;17;UCA PUERTO MADERO;38
4614;1398;2013-01-04 16:32:31.623;7;PLAZA ROMA;2013-01-04 16:47:09.793;9;PARQUE LEZAMA;15
70739;731;2013-01-04 16:32:31.873;34;SUIPACHA;2013-01-04 16:56:38.793;16;PARQUE LAS HERAS;24
72567;568;2013-01-04 16:32:41.983;7;PLAZA ROMA;2013-01-04 16:38:51.687;36;EMMA DE LA BARRA;6
17202;991;2013-01-04 16:32:44.56;19;PLAZA VICENTE LOPEZ;2013-01-04 17:45:24.297;37;PLAZA GÜEMES;73
72389;1187;2013-01-04 16:32:44.687;22;VIRREY CEVALLOS;2013-01-04 17:31:10.827;18;TRIBUNALES;58
62908;1288;2013-01-04 16:32:45.5;25;PLAZA ALMAGRO;2013-01-04 17:04:49.09;32;PARQUE PATRICIOS ;32
49273;1058;2013-01-04 16:32:59.123;35;ALSINA ;2013-01-04 16:52:56.357;3;RETIRO;20
62906;1523;2013-01-04 16:33:22.357;25;PLAZA ALMAGRO;2013-01-04 17:05:17.013;32;PARQUE PATRICIOS ;32
62595;87;2013-01-04 16:33:36.857;7;PLAZA ROMA;2013-01-04 16:48:42.107;5;ADUANA;15
40224;684;2013-01-04 16:33:56.36;3;RETIRO;2013-01-04 16:55:46.92;8;PLAZA ITALIA;22
66287;848;2013-01-04 16:34:04.763;8;PLAZA ITALIA;2013-01-04 17:33:13.7;6;DERECHO;59
53599;604;2013-01-04 16:34:05.543;17;UCA PUERTO MADERO;2013-01-04 17:11:56.653;3;RETIRO;38
70713;947;2013-01-04 16:34:28.373;36;EMMA DE LA BARRA;2013-01-04 16:43:50.687;3;RETIRO;9
72459;1336;2013-01-04 16:34:35.903;18;TRIBUNALES;2013-01-04 16:59:02;7;PLAZA ROMA;24
52680;1444;2013-01-04 16:34:41.623;7;PLAZA ROMA;2013-01-04 16:42:20.983;3;RETIRO;8
72912;1167;2013-01-04 16:34:47.247;8;PLAZA ITALIA;2013-01-04 17:33:00.077;6;DERECHO;58
35491;1013;2013-01-04 16:35:13.043;35;ALSINA ;2013-01-04 18:36:19.78;16;PARQUE LAS HERAS;121
68711;694;2013-01-04 16:35:22.403;23;PLAZA HOUSSAY;2013-01-04 17:06:49.233;32;PARQUE PATRICIOS ;31
59172;1379;2013-01-04 16:35:27.827;7;PLAZA ROMA;2013-01-04 16:42:59.95;28;PLAZA SAN MARTIN;8
11328;1098;2013-01-04 16:35:38.123;9;PARQUE LEZAMA;2013-01-04 16:50:16.937;22;VIRREY CEVALLOS;15
42243;1303;2013-01-04 16:35:43.403;18;TRIBUNALES;2013-01-04 16:36:01.373;18;TRIBUNALES;0
32782;993;2013-01-04 16:35:45.827;20;ONCE;2013-01-04 16:59:28.357;21;PACIFICO;24
72147;347;2013-01-04 16:35:45.84;34;SUIPACHA;2013-01-04 16:46:05.343;3;RETIRO;10
23897;973;2013-01-04 16:36:06.17;5;ADUANA;2013-01-04 16:36:37.59;5;ADUANA;1
42243;723;2013-01-04 16:36:15.2;18;TRIBUNALES;2013-01-04 17:04:26.36;17;UCA PUERTO MADERO;28
33207;1234;2013-01-04 16:36:26.593;10;OBELISCO;2013-01-04 16:56:33.153;10;OBELISCO;20
72475;707;2013-01-04 16:36:37.34;35;ALSINA ;2013-01-04 17:27:50.95;8;PLAZA ITALIA;51
44783;1290;2013-01-04 16:36:38.31;5;ADUANA;2013-01-04 17:20:13.64;21;PACIFICO;44
7356;1634;2013-01-04 16:36:57.687;3;RETIRO;2013-01-04 17:37:01.89;9;PARQUE LEZAMA;60
71723;1184;2013-01-04 16:37:03.153;18;TRIBUNALES;2013-01-04 17:05:06.92;24;PLAZA DE MAYO;28
23897;973;2013-01-04 16:37:12.763;5;ADUANA;2013-01-04 17:55:09.733;9;PARQUE LEZAMA;78
60409;930;2013-01-04 16:37:24.483;32;PARQUE PATRICIOS ;2013-01-04 16:37:47.687;30;DISTRITO AUDIOVISUAL;0
69902;646;2013-01-04 16:37:29.28;34;SUIPACHA;2013-01-04 17:27:16.437;21;PACIFICO;50
21155;914;2013-01-04 16:37:33.077;27;INDEPENDENCIA;2013-01-04 16:54:31.217;23;PLAZA HOUSSAY;17
61090;1194;2013-01-04 16:37:41.153;23;PLAZA HOUSSAY;2013-01-04 16:48:41.437;19;PLAZA VICENTE LOPEZ;11
17445;243;2013-01-04 16:37:43.78;5;ADUANA;2013-01-04 17:26:44;3;RETIRO;49
69661;1082;2013-01-04 16:37:53.873;34;SUIPACHA;2013-01-04 17:51:08.717;36;EMMA DE LA BARRA;73
67023;1303;2013-01-04 16:37:56.687;18;TRIBUNALES;2013-01-04 17:06:31.36;8;PLAZA ITALIA;29
72532;342;2013-01-04 16:38:04.747;16;PARQUE LAS HERAS;2013-01-04 17:23:19.607;3;RETIRO;45
49770;244;2013-01-04 16:38:09.013;5;ADUANA;2013-01-04 17:05:51.763;16;PARQUE LAS HERAS;28
67507;1006;2013-01-04 16:38:29.06;15;CONGRESO;2013-01-04 16:59:18.84;32;PARQUE PATRICIOS ;21
46430;1476;2013-01-04 16:38:52.623;19;PLAZA VICENTE LOPEZ;2013-01-04 17:06:57.403;8;PLAZA ITALIA;28
41381;944;2013-01-04 16:39:01.983;17;UCA PUERTO MADERO;2013-01-04 17:51:00.577;17;UCA PUERTO MADERO;72
70457;1016;2013-01-04 16:39:03.437;17;UCA PUERTO MADERO;2013-01-04 17:51:16.09;17;UCA PUERTO MADERO;72
70393;1437;2013-01-04 16:39:27.967;36;EMMA DE LA BARRA;2013-01-04 16:48:19.577;3;RETIRO;9
12612;291;2013-01-04 16:39:32.513;33;ARENALES;2013-01-04 17:22:15.747;6;DERECHO;43
41779;370;2013-01-04 16:39:54.2;21;PACIFICO;2013-01-04 17:04:37.06;16;PARQUE LAS HERAS;25
38428;774;2013-01-04 16:39:56.513;17;UCA PUERTO MADERO;2013-01-04 16:54:53.903;3;RETIRO;15
41140;1201;2013-01-04 16:39:58.653;18;TRIBUNALES;2013-01-04 16:43:36.107;3;RETIRO;4
47830;966;2013-01-04 16:39:59.14;23;PLAZA HOUSSAY;2013-01-04 17:23:58.28;23;PLAZA HOUSSAY;44
7898;381;2013-01-04 16:40:16.42;28;PLAZA SAN MARTIN;2013-01-04 16:41:53.437;28;PLAZA SAN MARTIN;2
41138;537;2013-01-04 16:40:30.7;6;DERECHO;2013-01-04 17:11:10.03;16;PARQUE LAS HERAS;31
72302;1601;2013-01-04 16:40:43.497;3;RETIRO;2013-01-04 17:17:06.467;25;PLAZA ALMAGRO;36
69801;568;2013-01-04 16:41:11.89;36;EMMA DE LA BARRA;2013-01-04 16:50:38.357;3;RETIRO;9
58070;1581;2013-01-04 16:41:36.967;28;PLAZA SAN MARTIN;2013-01-04 17:33:01.653;3;RETIRO;51
37957;1430;2013-01-04 16:41:51.89;7;PLAZA ROMA;2013-01-04 17:19:13.263;7;PLAZA ROMA;37
72632;501;2013-01-04 16:42:18.793;35;ALSINA ;2013-01-04 16:58:17.483;20;ONCE;16
7898;672;2013-01-04 16:42:19.577;28;PLAZA SAN MARTIN;2013-01-04 17:02:34.263;16;PARQUE LAS HERAS;20
46685;127;2013-01-04 16:42:25.873;24;PLAZA DE MAYO;2013-01-04 17:25:33.75;27;INDEPENDENCIA;43
72928;1314;2013-01-04 16:42:26.357;9;PARQUE LEZAMA;2013-01-04 18:09:27.92;17;UCA PUERTO MADERO;87
70973;882;2013-01-04 16:42:50.187;36;EMMA DE LA BARRA;2013-01-04 16:53:29.06;3;RETIRO;11
33289;1590;2013-01-04 16:42:50.857;19;PLAZA VICENTE LOPEZ;2013-01-04 17:37:29.03;17;UCA PUERTO MADERO;55
65643;290;2013-01-04 16:43:09.543;5;ADUANA;2013-01-04 17:12:30.967;24;PLAZA DE MAYO;29
70866;849;2013-01-04 16:43:18.78;16;PARQUE LAS HERAS;2013-01-04 17:46:15.28;37;PLAZA GÜEMES;63
2089;917;2013-01-04 16:43:25.687;36;EMMA DE LA BARRA;2013-01-04 17:45:30.28;36;EMMA DE LA BARRA;62
46627;1205;2013-01-04 16:43:35.733;36;EMMA DE LA BARRA;2013-01-04 17:08:43.983;16;PARQUE LAS HERAS;25
14246;351;2013-01-04 16:43:44.28;10;OBELISCO;2013-01-04 16:52:12.81;27;INDEPENDENCIA;8
41140;1201;2013-01-04 16:43:55.967;3;RETIRO;2013-01-04 17:18:57.483;28;PLAZA SAN MARTIN;35
70;1239;2013-01-04 16:44:00.797;7;PLAZA ROMA;2013-01-04 17:12:22.14;7;PLAZA ROMA;28
55189;1072;2013-01-04 16:44:01;5;ADUANA;2013-01-04 17:14:30.06;3;RETIRO;30
2090;1143;2013-01-04 16:44:06.06;36;EMMA DE LA BARRA;2013-01-04 17:46:46.327;36;EMMA DE LA BARRA;63
12693;225;2013-01-04 16:44:18.043;20;ONCE;2013-01-04 17:06:44.28;24;PLAZA DE MAYO;22
42491;1259;2013-01-04 16:44:40.03;10;OBELISCO;2013-01-04 17:27:33.623;22;VIRREY CEVALLOS;43
42859;979;2013-01-04 16:44:53.59;35;ALSINA ;2013-01-04 17:21:46.2;8;PLAZA ITALIA;37
61540;1308;2013-01-04 16:45:21.687;10;OBELISCO;2013-01-04 17:01:21.343;3;RETIRO;16
72456;1522;2013-01-04 16:45:30.17;21;PACIFICO;2013-01-04 16:57:00.827;30;DISTRITO AUDIOVISUAL;12
71534;147;2013-01-04 16:45:34.593;19;PLAZA VICENTE LOPEZ;2013-01-04 17:03:02.28;16;PARQUE LAS HERAS;17
53241;1498;2013-01-04 16:45:44.093;9;PARQUE LEZAMA;2013-01-04 17:06:07.763;18;TRIBUNALES;20
36739;311;2013-01-04 16:45:45.607;34;SUIPACHA;2013-01-04 17:26:46.78;25;PLAZA ALMAGRO;41
36690;795;2013-01-04 16:45:55.467;36;EMMA DE LA BARRA;2013-01-04 16:53:13.873;3;RETIRO;7
50751;886;2013-01-04 16:46:01.687;10;OBELISCO;2013-01-04 17:01:13.903;20;ONCE;15
49325;98;2013-01-04 16:46:44.937;6;DERECHO;2013-01-04 17:04:21.42;21;PACIFICO;18
6372;310;2013-01-04 16:46:46.03;10;OBELISCO;2013-01-04 17:47:26.827;37;PLAZA GÜEMES;61
53141;910;2013-01-04 16:46:50.7;27;INDEPENDENCIA;2013-01-04 17:10:42.467;18;TRIBUNALES;24
56685;458;2013-01-04 16:46:57.623;20;ONCE;2013-01-04 17:07:56.92;3;RETIRO;21
72147;947;2013-01-04 16:47:05.75;3;RETIRO;2013-01-04 17:27:51.03;21;PACIFICO;41
70842;1513;2013-01-04 16:47:20.89;36;EMMA DE LA BARRA;2013-01-04 16:48:16.34;36;EMMA DE LA BARRA;1
21288;1628;2013-01-04 16:47:21.17;18;TRIBUNALES;2013-01-04 17:32:08.56;21;PACIFICO;45
6373;1122;2013-01-04 16:47:21.653;10;OBELISCO;2013-01-04 17:48:10.89;37;PLAZA GÜEMES;61
68839;918;2013-01-04 16:47:31.077;36;EMMA DE LA BARRA;2013-01-04 16:59:02.093;3;RETIRO;12
67573;575;2013-01-04 16:47:41.187;15;CONGRESO;2013-01-04 17:29:20.653;15;CONGRESO;42
50821;1398;2013-01-04 16:47:50.513;9;PARQUE LEZAMA;2013-01-04 17:04:45.64;22;VIRREY CEVALLOS;17
18896;1351;2013-01-04 16:47:54.437;35;ALSINA ;2013-01-04 17:47:26.373;7;PLAZA ROMA;60
20772;826;2013-01-04 16:47:54.89;25;PLAZA ALMAGRO;2013-01-04 17:40:36.64;22;VIRREY CEVALLOS;53
72927;1225;2013-01-04 16:48:10.56;32;PARQUE PATRICIOS ;2013-01-04 17:48:23.873;32;PARQUE PATRICIOS ;60
34104;1379;2013-01-04 16:48:11.937;28;PLAZA SAN MARTIN;2013-01-04 17:15:26.03;22;VIRREY CEVALLOS;27
55866;442;2013-01-04 16:48:12.543;7;PLAZA ROMA;2013-01-04 17:23:00.67;21;PACIFICO;35
72930;1504;2013-01-04 16:48:30.437;8;PLAZA ITALIA;2013-01-04 18:05:05.39;21;PACIFICO;77
72929;592;2013-01-04 16:48:53.047;32;PARQUE PATRICIOS ;2013-01-04 17:47:36.95;32;PARQUE PATRICIOS ;59
72855;186;2013-01-04 16:48:53.28;10;OBELISCO;2013-01-04 17:11:23.967;7;PLAZA ROMA;23
55203;159;2013-01-04 16:49:13.403;33;ARENALES;2013-01-04 17:33:43.983;19;PLAZA VICENTE LOPEZ;45
55706;1231;2013-01-04 16:49:26.497;33;ARENALES;2013-01-04 17:09:41.717;20;ONCE;20
70434;278;2013-01-04 16:49:27.623;36;EMMA DE LA BARRA;2013-01-04 17:14:26.543;20;ONCE;25
70842;1513;2013-01-04 16:49:32.607;36;EMMA DE LA BARRA;2013-01-04 17:01:40.873;3;RETIRO;12
72854;933;2013-01-04 16:49:35.25;10;OBELISCO;2013-01-04 17:11:27.327;7;PLAZA ROMA;22
72918;1419;2013-01-04 16:49:38.39;8;PLAZA ITALIA;2013-01-04 17:47:19.78;8;PLAZA ITALIA;58
62595;1024;2013-01-04 16:49:39.53;5;ADUANA;2013-01-04 17:01:11.95;9;PARQUE LEZAMA;12
72766;1077;2013-01-04 16:49:41.84;36;EMMA DE LA BARRA;2013-01-04 17:18:20.653;8;PLAZA ITALIA;29
72616;792;2013-01-04 16:49:43.733;34;SUIPACHA;2013-01-04 17:14:04.983;9;PARQUE LEZAMA;24
61291;913;2013-01-04 16:49:50.047;24;PLAZA DE MAYO;2013-01-04 17:19:41.67;5;ADUANA;30
54458;735;2013-01-04 16:50:52.687;10;OBELISCO;2013-01-04 16:57:37.483;27;INDEPENDENCIA;7
54854;1488;2013-01-04 16:50:57.14;25;PLAZA ALMAGRO;2013-01-04 17:19:00.217;3;RETIRO;28
20096;1356;2013-01-04 16:51:00.28;19;PLAZA VICENTE LOPEZ;2013-01-04 16:59:11.077;23;PLAZA HOUSSAY;8
14382;87;2013-01-04 16:51:20.293;5;ADUANA;2013-01-04 17:18:55.64;7;PLAZA ROMA;28
67040;1251;2013-01-04 16:51:21.543;34;SUIPACHA;2013-01-04 17:00:18.437;3;RETIRO;9
30828;1117;2013-01-04 16:52:10.42;24;PLAZA DE MAYO;2013-01-04 16:58:30.983;27;INDEPENDENCIA;6
65095;1110;2013-01-04 16:52:34.64;25;PLAZA ALMAGRO;2013-01-04 17:27:35.56;23;PLAZA HOUSSAY;35
55235;1406;2013-01-04 16:52:49.28;21;PACIFICO;2013-01-04 17:23:33.873;25;PLAZA ALMAGRO;31
70884;1260;2013-01-04 16:53:24.95;36;EMMA DE LA BARRA;2013-01-04 17:40:52.2;30;DISTRITO AUDIOVISUAL;47
70758;1194;2013-01-04 16:53:26.467;19;PLAZA VICENTE LOPEZ;2013-01-04 17:27:57.36;8;PLAZA ITALIA;35
72739;1318;2013-01-04 16:53:50.873;9;PARQUE LEZAMA;2013-01-04 18:00:46.75;9;PARQUE LEZAMA;67
72919;721;2013-01-04 16:53:58.7;6;DERECHO;2013-01-04 17:27:47.967;8;PLAZA ITALIA;34
72933;1468;2013-01-04 16:54:07.687;9;PARQUE LEZAMA;2013-01-04 18:02:21.233;9;PARQUE LEZAMA;68
16487;1340;2013-01-04 16:54:24.357;34;SUIPACHA;2013-01-04 17:52:43.95;16;PARQUE LAS HERAS;58
70335;1098;2013-01-04 16:54:31.403;22;VIRREY CEVALLOS;2013-01-04 17:13:44.2;34;SUIPACHA;19
58136;1025;2013-01-04 16:54:34.67;34;SUIPACHA;2013-01-04 17:51:27.513;35;ALSINA ;57
72167;954;2013-01-04 16:54:35.187;36;EMMA DE LA BARRA;2013-01-04 17:29:04.31;8;PLAZA ITALIA;34
57343;1600;2013-01-04 16:54:46.013;33;ARENALES;2013-01-04 17:29:52.903;27;INDEPENDENCIA;35
41796;1395;2013-01-04 16:55:14.717;20;ONCE;2013-01-04 17:45:58.467;20;ONCE;51
39280;1154;2013-01-04 16:55:25.81;21;PACIFICO;2013-01-04 17:33:47.28;21;PACIFICO;38
72935;767;2013-01-04 16:55:40.06;27;INDEPENDENCIA;2013-01-04 17:55:01.217;17;UCA PUERTO MADERO;59
72934;1179;2013-01-04 16:56:06.997;27;INDEPENDENCIA;2013-01-04 17:54:33.217;17;UCA PUERTO MADERO;58
